run,iteration,metric,value,unit
debug_pagealloc,4,select_100,1.1843,microseconds
debug_pagealloc,4,select_250,2.4273,microseconds
debug_pagealloc,4,select_500,4.5631,microseconds
debug_pagealloc,4,select_10,0.4579,microseconds
debug_pagealloc,4,select_100,2.6109,microseconds
debug_pagealloc,4,select_250,6.1877,microseconds
debug_pagealloc,4,select_500,12.1596,microseconds
debug_pagealloc,4,pipe_latency,61.6883,microseconds
debug_pagealloc,4,unix_sock_stream_latency,47.0862,microseconds
debug_pagealloc,4,fork_exit,506.6429,microseconds
debug_pagealloc,4,fork_execve,1144.1667,microseconds
debug_pagealloc,4,fork_bin_sh,2023.3333,microseconds
debug_pagealloc,5,syscall,0.2465,microseconds
debug_pagealloc,5,read,0.29,microseconds
debug_pagealloc,5,write,0.2701,microseconds
debug_pagealloc,5,stat,0.6757,microseconds
debug_pagealloc,5,fstat,0.3488,microseconds
debug_pagealloc,5,open_close,1.231,microseconds
debug_pagealloc,5,select_10,0.4332,microseconds
debug_pagealloc,5,select_100,1.1691,microseconds
debug_pagealloc,5,select_250,2.4287,microseconds
debug_pagealloc,5,select_500,4.5528,microseconds
debug_pagealloc,5,select_10,0.446,microseconds
debug_pagealloc,5,select_100,2.6185,microseconds
debug_pagealloc,5,select_250,6.2079,microseconds
debug_pagealloc,5,select_500,12.2005,microseconds
debug_pagealloc,5,pipe_latency,101.0495,microseconds
debug_pagealloc,5,unix_sock_stream_latency,67.3059,microseconds
debug_pagealloc,5,fork_exit,577.1304,microseconds
debug_pagealloc,5,fork_execve,1178.6667,microseconds
debug_pagealloc,5,fork_bin_sh,1967.3333,microseconds
